(13,1)
(12,8)
(11,7)
(11,7)
(14,6)
(14,6)
(15,5)
(11,0)
(11,0)
(13,0)
(11,6)
(15,6)
(15,6)
(15,6)
(10,0)
(10,0)
(15,7)
(15,7)
(16,6)
(16,6)
(9,0)
(9,0)
(9,0)
(14,7)
(16,5)
(16,5)
(16,5)
(9,1)
(9,1)
(8,0)
(8,0)
(16,4)
(16,4)
(16,4)
(17,5)
(17,5)
(10,1)
(7,0)
(7,0)
(7,0)
(16,3)
(16,3)
(16,3)
(17,4)
(17,4)
(17,6)
(17,6)
(7,1)
(7,1)
(6,0)
(15,3)
(15,3)
(17,3)
(18,4)
(18,4)
(18,6)
(18,6)
(8,1)
(14,3)
(14,3)
(18,5)
(18,5)
(19,6)
(14,2)
(14,2)
(14,2)
(19,5)
(19,5)
(19,5)
(14,1)
(14,1)
(15,2)
(19,4)
(20,5)
(20,5)
(20,5)
(15,1)
(15,1)
(20,4)
(20,4)
(20,4)
(20,6)
(20,6)
(15,0)
(15,0)
(15,0)
(20,3)
(20,3)
(21,4)
(21,4)
(21,6)
(21,6)
(21,6)
(14,0)
(16,0)
(16,0)
(20,2)
(20,2)
(21,3)
(21,3)
(21,5)
(22,6)
(22,6)
(22,6)
(16,1)
(16,1)
(16,1)
(19,2)
(19,2)
(19,2)
(21,2)
(22,5)
(22,5)
(22,5)
(22,7)
(22,7)
(16,2)
(16,2)
(17,1)
(19,1)
(19,1)
(19,1)
(19,1)
(19,3)
(22,4)
(22,4)
(23,5)
(23,5)
(23,7)
(23,7)
(23,7)
(17,2)
(19,0)
(19,0)
(19,0)
(18,1)
(18,1)
(20,1)
(23,4)
(23,4)
(24,5)
(24,5)
(23,6)
(24,7)
(24,7)
(18,0)
(18,0)
(20,0)
(20,0)
(18,2)
(18,2)
(24,4)
(24,4)
(24,6)
(24,8)
(24,8)
(24,8)
(17,0)
(21,0)
(21,0)
(18,3)
(24,3)
(24,3)
(24,3)
(24,9)
(24,9)
(24,9)
(23,8)
(23,8)
(21,1)
(21,1)
(24,2)
(23,3)
(23,3)
(24,10)
(24,10)
(23,9)
(22,8)
(22,1)
(22,1)
(22,3)
(22,3)
(23,10)
(23,10)
(23,10)
(22,0)
(22,0)
(22,2)
(22,2)
(23,11)
(23,11)
(22,10)
(22,10)
(22,10)
(23,0)
(23,0)
(23,0)
(23,2)
(24,11)
(22,9)
(22,11)
(22,11)
(23,1)
(23,1)
(24,0)
(21,11)
(21,11)
(24,1)
(20,11)
(20,11)
(20,12)
(20,12)
(20,12)
(19,12)
(19,12)
(21,12)
(19,13)
(19,13)
(19,13)
(18,13)
(18,13)
(20,13)
(20,13)
(17,13)
(17,13)
(17,13)
(17,13)
(21,13)
(21,13)
(17,12)
(17,12)
(17,14)
(17,14)
(17,14)
(16,13)
(22,13)
(22,13)
(22,13)
(18,12)
(17,15)
(17,15)
(18,14)
(22,12)
(23,13)
(23,13)
(18,15)
(18,15)
(23,12)
(18,16)
(18,16)
(18,16)
(18,16)
(18,17)
(18,17)
(18,17)
(17,16)
(19,16)
(19,16)
(18,18)
(18,18)
(17,17)
(17,17)
(17,17)
(19,17)
(19,17)
(18,19)
(18,19)
(17,18)
(17,18)
(16,17)
(16,17)
(19,18)
(19,19)
(19,19)
(17,19)
(17,19)
(17,19)
(15,17)
(15,17)
(15,17)
(20,19)
(20,19)
(20,19)
(17,20)
(17,20)
(17,20)
(16,19)
(16,19)
(16,19)
(15,16)
(15,16)
(15,16)
(14,17)
(14,17)
(14,17)
(20,18)
(20,18)
(21,19)
(21,19)
(17,21)
(17,21)
(18,20)
(16,20)
(15,19)
(15,19)
(15,15)
(15,15)
(15,15)
(16,16)
(14,16)
(14,18)
(14,18)
(20,17)
(20,17)
(20,17)
(21,20)
(21,20)
(21,20)
(17,22)
(17,22)
(14,19)
(14,19)
(15,14)
(15,14)
(16,15)
(16,15)
(15,18)
(15,18)
(20,16)
(20,16)
(21,17)
(20,20)
(20,20)
(22,20)
(22,20)
(22,20)
(22,20)
(18,22)
(18,22)
(18,22)
(14,20)
(14,20)
(14,20)
(14,20)
(14,14)
(14,14)
(14,14)
(16,14)
(16,18)
(21,16)
(21,16)
(19,20)
(22,19)
(22,19)
(22,21)
(22,21)
(23,20)
(23,20)
(18,23)
(18,23)
(18,23)
(19,22)
(19,22)
(14,21)
(14,21)
(14,21)
(13,20)
(13,20)
(15,20)
(15,20)
(14,13)
(14,13)
(14,13)
(14,13)
(14,15)
(21,15)
(21,15)
(23,19)
(23,19)
(21,21)
(24,20)
(24,20)
(18,24)
(18,24)
(17,23)
(17,23)
(19,21)
(19,21)
(19,21)
(14,22)
(14,22)
(14,22)
(13,21)
(13,19)
(13,19)
(15,21)
(15,21)
(14,12)
(14,12)
(13,13)
(13,13)
(13,13)
(15,13)
(15,13)
(22,15)
(22,15)
(22,15)
(23,18)
(23,18)
(23,18)
(23,18)
(24,21)
(24,21)
(24,21)
(19,24)
(19,24)
(19,24)
(17,24)
(18,21)
(20,21)
(14,23)
(14,23)
(14,23)
(13,22)
(13,22)
(13,18)
(16,21)
(16,21)
(13,12)
(13,12)
(13,14)
(13,14)
(13,14)
(12,13)
(12,13)
(15,12)
(15,12)
(22,14)
(22,14)
(22,14)
(23,15)
(23,15)
(23,15)
(23,17)
(23,17)
(22,18)
(22,18)
(24,18)
(24,18)
(24,22)
(24,22)
(23,21)
(23,21)
(19,23)
(20,24)
(20,24)
(14,24)
(15,23)
(15,23)
(15,23)
(13,23)
(13,23)
(13,23)
(16,22)
(13,11)
(13,11)
(13,11)
(13,15)
(13,15)
(12,14)
(12,14)
(11,13)
(11,13)
(11,13)
(16,12)
(16,12)
(21,14)
(21,14)
(23,14)
(23,14)
(23,16)
(23,16)
(23,16)
(24,15)
(24,17)
(21,18)
(24,19)
(24,23)
(24,23)
(23,22)
(23,22)
(21,24)
(15,22)
(16,23)
(16,23)
(13,24)
(12,23)
(12,23)
(12,23)
(13,10)
(13,10)
(12,11)
(12,11)
(12,11)
(12,11)
(13,16)
(13,16)
(12,15)
(12,15)
(11,14)
(11,14)
(11,14)
(10,13)
(10,13)
(16,11)
(16,11)
(16,11)
(20,14)
(20,14)
(24,14)
(24,14)
(22,16)
(22,16)
(24,16)
(23,23)
(23,23)
(23,23)
(22,22)
(22,22)
(16,24)
(16,24)
(12,22)
(12,22)
(12,22)
(12,24)
(12,24)
(13,9)
(13,9)
(12,10)
(12,10)
(12,12)
(11,11)
(11,11)
(13,17)
(12,16)
(11,15)
(11,15)
(10,14)
(10,12)
(10,12)
(15,11)
(17,11)
(20,15)
(20,15)
(24,13)
(24,13)
(22,17)
(23,24)
(23,24)
(22,23)
(22,23)
(21,22)
(21,22)
(21,22)
(15,24)
(12,21)
(12,21)
(11,22)
(11,22)
(11,22)
(11,24)
(13,8)
(13,8)
(13,8)
(12,9)
(12,9)
(11,12)
(11,16)
(11,16)
(10,11)
(10,11)
(10,11)
(19,15)
(19,15)
(24,12)
